qid,docid,docno,rank,score,query,query_toks,text
0,474,198_chunk000,31,655.8573791926106,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}",The applicant had previously applied for asylum in the UK. He appealed unsuccessfully to the Tribunal the decision of the Refugee Applications Commissioner that he be transferred to the UK under Dublin III.
0,297,584_chunk000,32,655.4445778480458,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}","The applicant sought judicial review of the decision to refuse him asylum in Ireland, which he had applied for on the basis of fear of persecution due to issues with the Taliban and Lashkar-e-Islam. The applicant had tactically not applied for asylum in another Member State, which was a factor the decision maker was permitted to take into consideration."
0,286,954_chunk000,33,653.204980497564,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}",The applicants were an Albanian mother and her two daughters whose applications for asylum were refused by the Refugee Applications Commissioner.
0,490,56_chunk000,34,651.9940947461002,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}",The applicants were two Albanian asylum seekers who challenged the decision of the Refugee Appeals Tribunal upholding the decision of the Office of the Refugee Applications Commissioner that the United Kingdom was the member state responsible for determining their applications for asylum.
0,74,3968_chunk000,35,648.1573245881874,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}",The case concerned an applicant from Pakistan who applied unsuccessfully for asylum in 2012 and return was ordered. He applied for reconsideration which was assessed as subsequent application which was rejected and again an expulsion order was adopted. An appeal was again rejected.
0,372,547_chunk000,36,647.9494857334965,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}","In response to a legal remedy filed against the Federal Office for Immigration and Asylum, the Supreme Administrative Court ruled that, in accordance with Art 13 para 1 of the Dublin III Regulation (604/2013), the Member State whose border an individual applying for international protection had crossed irregularly is responsible for examining that application (ruling in case Ra 2017/19/0169-9 of 5"
0,100,3137_chunk000,37,644.8158073153999,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}","The applicant, Colombian national, applied for international protection on 4 September 2019 and he was informed on the same day of his rights in the asylum procedure, including the right to free legal aid from the state in case he lacked sufficient financial resources. The applicant was handed over a form where he could tick the services he requires."
0,144,2471_chunk001,38,639.6296468751351,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}","The applicant stated that he was detained by the police for 54 hours where he was beaten and fed pork that he was unable to eat as he is Jewish. He was released and fined 33,000 euros to..."
0,256,1011_chunk000,39,638.386244560417,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}","The case concerns a challenge to detention under the recast Reception Conditions Directive. The applicant requested international protection after being found illegally working in the Czech Republic and using fake documents to obtain such work.

..."
0,476,186_chunk000,40,633.6648109713549,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}","According the WLR Daily case summaries The asylum claimant, an Iraqi national, entered the United Kingdom and claimed asylum. His claim was refused by the Secretary of State and he appealed pursuant to section 82 of the Nationality, Immigration and Asylum Act 2002. His appeal was dismissed by the First-tier Tribunal."
0,499,54_chunk000,41,633.3853810181054,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}","Section 9 of the Refugee Act 1996 provided that a person seeking asylum is entitled to enter the State and remain while the application for refugee status is processed. Section 9(4) also provided however, that an applicant shall not seek or enter employment before final determination of his or her application for a declaration."
0,460,178_chunk000,42,628.7203971382993,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}","The Court gave guidance on the general approach to be adopted in law and practice by the First-tier Tribunal and Upper Tribunal where claims for asylum were made by children, young people, and other incapacitated or vulnerable persons whose ability to participate effectively in proceedings might be limited."
0,472,196_chunk000,43,627.8946030785071,Applicant Detention and Asylum Claims,"{'asylum': 231.01242065429688, 'detention': 217.1792755126953, 'applicant': 170.61280822753906, 'claim': 155.9637908935547, 'application': 142.39892578125, 'claims': 127.17999267578125, 'prison': 117.04942321777344, 'immigration': 115.72674560546875, 'arrested': 104.70023345947266, 'lawsuit': 100.63427734375, 'alien': 91.5473861694336, 'applicants': 85.47240447998047, 'penalty': 85.0564956665039, 'refugee': 84.33718872070312, 'deportation': 79.77300262451172, 'candidate': 74.11628723144531, 'police': 52.615577697753906, 'judge': 51.17262649536133, 'jail': 47.93186569213867, 'persecution': 45.44091033935547, 'disability': 43.874114990234375, 'legal': 43.82500457763672, 'qualification': 43.29621887207031, 'jurisdiction': 42.0366096496582, 'registration': 41.738887786865234, 'regulation': 40.19966125488281, 'refugees': 33.98501968383789, 'ban': 32.5144157409668, 'claimed': 32.509605407714844, 'appointment': 31.06020736694336, 'rights': 29.874893188476562, 'protection': 25.767105102539062, 'inmate': 22.7263126373291, 'visa': 22.01372528076172, 'court': 21.313074111938477, 'duty': 20.74359893798828, 'agency': 20.545549392700195, 'threat': 19.69865608215332, 'law': 19.399736404418945, 'discrimination': 18.35834312438965, ')': 17.843687057495117, 'alleged': 17.810102462768555, 'case': 15.500174522399902, 'fraud': 14.901286125183105, 'holder': 14.824771881103516, 'refuge': 13.745416641235352, 'and': 13.37773609161377, 'illegal': 12.181244850158691, 'violation': 11.866278648376465, 'detained': 10.437248229980469, 'restoration': 8.546725273132324, 'torture': 8.531095504760742, 'facility': 8.489020347595215, 'arrest': 7.553507328033447, 'emergency': 6.732095718383789, 'shelter': 6.047550201416016, 'custody': 5.050491809844971, 'suit': 4.690654277801514, 'lawyer': 4.602712154388428, 'sheriff': 3.8064022064208984, 'person': 3.1756751537323, 'employment': 2.6483309268951416, 'denied': 2.3174397945404053, 'bureau': 1.3933528661727905, '##iction': 0.6440478563308716}",The applicant applied for asylum in two occasions: in the United Kingdom in 2009 and in Northern Ireland in 2014 and both applications were refused by the corresponding British Authorities. The applicant moved to Ireland in August 2016 where he submitted a new asylum application.
